observation_ancillary_id,event_id,variable_name,value,unit
1700,1f143c01-2ea5-466f-a4f8-918f3eb8c429,remarks_field,NA,NA
1701,0a2cc4d0-a38c-4ade-bbf9-524d3adad26e,targetTaxaPresent,N,NA
1701,0a2cc4d0-a38c-4ade-bbf9-524d3adad26e,totalSampledArea,160,squareMeters
1701,0a2cc4d0-a38c-4ade-bbf9-524d3adad26e,samplingMethod,drag and flag,NA
1701,0a2cc4d0-a38c-4ade-bbf9-524d3adad26e,samplingProtocolVersion,NEON.DOC.014045vG,NA
1701,0a2cc4d0-a38c-4ade-bbf9-524d3adad26e,remarks_field,NA,NA
1702,cf4ad894-3b0b-44bc-835f-a7d378dabaee,targetTaxaPresent,N,NA
1702,cf4ad894-3b0b-44bc-835f-a7d378dabaee,totalSampledArea,159,squareMeters
1702,cf4ad894-3b0b-44bc-835f-a7d378dabaee,samplingMethod,drag and flag,NA
1702,cf4ad894-3b0b-44bc-835f-a7d378dabaee,samplingProtocolVersion,NEON.DOC.014045vG,NA
1702,cf4ad894-3b0b-44bc-835f-a7d378dabaee,remarks_field,NA,NA
1703,b8ffe9e8-9e90-425d-beb9-b83cd294b99f,targetTaxaPresent,N,NA
1703,b8ffe9e8-9e90-425d-beb9-b83cd294b99f,totalSampledArea,160,squareMeters
1703,b8ffe9e8-9e90-425d-beb9-b83cd294b99f,samplingMethod,drag,NA
1703,b8ffe9e8-9e90-425d-beb9-b83cd294b99f,samplingProtocolVersion,NEON.DOC.014045vG,NA
1703,b8ffe9e8-9e90-425d-beb9-b83cd294b99f,remarks_field,NA,NA
1704,801d2aca-1ffe-43fd-ad41-a0b1667c1219,targetTaxaPresent,N,NA
1704,801d2aca-1ffe-43fd-ad41-a0b1667c1219,totalSampledArea,146,squareMeters
1704,801d2aca-1ffe-43fd-ad41-a0b1667c1219,samplingMethod,drag and flag,NA
1704,801d2aca-1ffe-43fd-ad41-a0b1667c1219,samplingProtocolVersion,NEON.DOC.014045vG,NA
1704,801d2aca-1ffe-43fd-ad41-a0b1667c1219,remarks_field,NA,NA
1705,244503f3-5acf-48c1-8e51-507b173d0a29,targetTaxaPresent,Y,NA
1705,244503f3-5acf-48c1-8e51-507b173d0a29,totalSampledArea,164,squareMeters
1705,244503f3-5acf-48c1-8e51-507b173d0a29,samplingMethod,flag,NA
1705,244503f3-5acf-48c1-8e51-507b173d0a29,samplingProtocolVersion,NEON.DOC.014045vG,NA
1705,244503f3-5acf-48c1-8e51-507b173d0a29,remarks_field,NA,NA
1706,5106cb6d-04d7-4043-8fa4-e9396362f53f,targetTaxaPresent,N,NA
1706,5106cb6d-04d7-4043-8fa4-e9396362f53f,totalSampledArea,156,squareMeters
1706,5106cb6d-04d7-4043-8fa4-e9396362f53f,samplingMethod,drag and flag,NA
1706,5106cb6d-04d7-4043-8fa4-e9396362f53f,samplingProtocolVersion,NEON.DOC.014045vG,NA
1706,5106cb6d-04d7-4043-8fa4-e9396362f53f,remarks_field,NA,NA
1707,3ee9ab33-bc8d-4939-abad-e5384222e4c6,targetTaxaPresent,N,NA
1707,3ee9ab33-bc8d-4939-abad-e5384222e4c6,totalSampledArea,171,squareMeters
1707,3ee9ab33-bc8d-4939-abad-e5384222e4c6,samplingMethod,drag and flag,NA
1707,3ee9ab33-bc8d-4939-abad-e5384222e4c6,samplingProtocolVersion,NEON.DOC.014045vG,NA
1707,3ee9ab33-bc8d-4939-abad-e5384222e4c6,remarks_field,NA,NA
1708,12c176c3-d8a4-4f84-9542-207e85cabb03,targetTaxaPresent,N,NA
1708,12c176c3-d8a4-4f84-9542-207e85cabb03,totalSampledArea,160,squareMeters
1708,12c176c3-d8a4-4f84-9542-207e85cabb03,samplingMethod,drag and flag,NA
1708,12c176c3-d8a4-4f84-9542-207e85cabb03,samplingProtocolVersion,NEON.DOC.014045vG,NA
1708,12c176c3-d8a4-4f84-9542-207e85cabb03,remarks_field,NA,NA
1709,e80e37c1-3a41-4103-b192-bc3bc9c5516d,targetTaxaPresent,N,NA
1709,e80e37c1-3a41-4103-b192-bc3bc9c5516d,totalSampledArea,160,squareMeters
1709,e80e37c1-3a41-4103-b192-bc3bc9c5516d,samplingMethod,drag and flag,NA
1709,e80e37c1-3a41-4103-b192-bc3bc9c5516d,samplingProtocolVersion,NEON.DOC.014045vG,NA
1709,e80e37c1-3a41-4103-b192-bc3bc9c5516d,remarks_field,Two teams sampling,NA
1710,97ffd2bf-75d8-41c7-9b71-301a73ebb06f,targetTaxaPresent,N,NA
1710,97ffd2bf-75d8-41c7-9b71-301a73ebb06f,totalSampledArea,160,squareMeters
1710,97ffd2bf-75d8-41c7-9b71-301a73ebb06f,samplingMethod,drag and flag,NA
1710,97ffd2bf-75d8-41c7-9b71-301a73ebb06f,samplingProtocolVersion,NEON.DOC.014045vH,NA
1710,97ffd2bf-75d8-41c7-9b71-301a73ebb06f,remarks_field,NA,NA
1711,5b064023-660b-4b64-b8ab-c216a2a822f1,targetTaxaPresent,N,NA
1711,5b064023-660b-4b64-b8ab-c216a2a822f1,totalSampledArea,80,squareMeters
1711,5b064023-660b-4b64-b8ab-c216a2a822f1,samplingMethod,drag and flag,NA
1711,5b064023-660b-4b64-b8ab-c216a2a822f1,samplingProtocolVersion,NEON.DOC.014045vG,NA
1711,5b064023-660b-4b64-b8ab-c216a2a822f1,remarks_field,Stopped halfway through due to rain,NA
1712,9d3e8091-f458-4a69-a383-8f5b3237b699,targetTaxaPresent,N,NA
1712,9d3e8091-f458-4a69-a383-8f5b3237b699,totalSampledArea,153,squareMeters
1712,9d3e8091-f458-4a69-a383-8f5b3237b699,samplingMethod,drag and flag,NA
1712,9d3e8091-f458-4a69-a383-8f5b3237b699,samplingProtocolVersion,NEON.DOC.014045vG,NA
1712,9d3e8091-f458-4a69-a383-8f5b3237b699,remarks_field,NA,NA
1713,c1b6d8f8-d65d-4d13-a81d-d77be1e48670,targetTaxaPresent,N,NA
1713,c1b6d8f8-d65d-4d13-a81d-d77be1e48670,totalSampledArea,151,squareMeters
1713,c1b6d8f8-d65d-4d13-a81d-d77be1e48670,samplingMethod,drag and flag,NA
1713,c1b6d8f8-d65d-4d13-a81d-d77be1e48670,samplingProtocolVersion,NEON.DOC.014045vG,NA
1713,c1b6d8f8-d65d-4d13-a81d-d77be1e48670,remarks_field,NA,NA
1714,7094d92a-1b75-4dfa-bf44-0e7e368789db,targetTaxaPresent,N,NA
1714,7094d92a-1b75-4dfa-bf44-0e7e368789db,totalSampledArea,160,squareMeters
1714,7094d92a-1b75-4dfa-bf44-0e7e368789db,samplingMethod,drag and flag,NA
1714,7094d92a-1b75-4dfa-bf44-0e7e368789db,samplingProtocolVersion,NEON.DOC.014045vG,NA
1714,7094d92a-1b75-4dfa-bf44-0e7e368789db,remarks_field,NA,NA
1715,be8bbed7-adc8-45db-bfb3-5ffac82ecbab,targetTaxaPresent,Y,NA
1715,be8bbed7-adc8-45db-bfb3-5ffac82ecbab,totalSampledArea,137,squareMeters
1715,be8bbed7-adc8-45db-bfb3-5ffac82ecbab,samplingMethod,drag and flag,NA
1715,be8bbed7-adc8-45db-bfb3-5ffac82ecbab,samplingProtocolVersion,NEON.DOC.014045vH,NA
1715,be8bbed7-adc8-45db-bfb3-5ffac82ecbab,remarks_field,NA,NA
1716,0fd5be03-59bb-469e-b51a-3c6ddd522349,targetTaxaPresent,Y,NA
1716,0fd5be03-59bb-469e-b51a-3c6ddd522349,totalSampledArea,160,squareMeters
1716,0fd5be03-59bb-469e-b51a-3c6ddd522349,samplingMethod,drag,NA
1716,0fd5be03-59bb-469e-b51a-3c6ddd522349,samplingProtocolVersion,NEON.DOC.014045vH,NA
1716,0fd5be03-59bb-469e-b51a-3c6ddd522349,remarks_field,NA,NA
1717,c968ffd7-33aa-42a3-a767-e48fbcb9c679,targetTaxaPresent,N,NA
1717,c968ffd7-33aa-42a3-a767-e48fbcb9c679,totalSampledArea,149,squareMeters
1717,c968ffd7-33aa-42a3-a767-e48fbcb9c679,samplingMethod,drag and flag,NA
1717,c968ffd7-33aa-42a3-a767-e48fbcb9c679,samplingProtocolVersion,NEON.DOC.014045vG,NA
1717,c968ffd7-33aa-42a3-a767-e48fbcb9c679,remarks_field,NA,NA
1718,58119da7-3c64-42cf-8d7c-90586434ccdc,targetTaxaPresent,N,NA
1718,58119da7-3c64-42cf-8d7c-90586434ccdc,totalSampledArea,155,squareMeters
1718,58119da7-3c64-42cf-8d7c-90586434ccdc,samplingMethod,flag,NA
1718,58119da7-3c64-42cf-8d7c-90586434ccdc,samplingProtocolVersion,NEON.DOC.014045vH,NA
1718,58119da7-3c64-42cf-8d7c-90586434ccdc,remarks_field,NA,NA
1719,159815db-601a-4123-9ef9-adb743108034,targetTaxaPresent,Y,NA
1719,159815db-601a-4123-9ef9-adb743108034,totalSampledArea,161,squareMeters
1719,159815db-601a-4123-9ef9-adb743108034,samplingMethod,drag and flag,NA
1719,159815db-601a-4123-9ef9-adb743108034,samplingProtocolVersion,NEON.DOC.014045vG,NA
1719,159815db-601a-4123-9ef9-adb743108034,remarks_field,NA,NA
1720,1c15ecfc-525a-4a6e-a97c-ae8187cdf827,targetTaxaPresent,Y,NA
1720,1c15ecfc-525a-4a6e-a97c-ae8187cdf827,totalSampledArea,160,squareMeters
1720,1c15ecfc-525a-4a6e-a97c-ae8187cdf827,samplingMethod,flag,NA
1720,1c15ecfc-525a-4a6e-a97c-ae8187cdf827,samplingProtocolVersion,NEON.DOC.014045vH,NA
1720,1c15ecfc-525a-4a6e-a97c-ae8187cdf827,remarks_field,NA,NA
1721,3c8d8883-6b21-4e23-a65a-e00e5e57f0b3,targetTaxaPresent,Y,NA
1721,3c8d8883-6b21-4e23-a65a-e00e5e57f0b3,totalSampledArea,162,squareMeters
1721,3c8d8883-6b21-4e23-a65a-e00e5e57f0b3,samplingMethod,drag and flag,NA
1721,3c8d8883-6b21-4e23-a65a-e00e5e57f0b3,samplingProtocolVersion,NEON.DOC.014045vH,NA
1721,3c8d8883-6b21-4e23-a65a-e00e5e57f0b3,remarks_field,NA,NA
1722,3fe15570-81c0-44a1-a86c-9f79b7193a7b,targetTaxaPresent,N,NA
1722,3fe15570-81c0-44a1-a86c-9f79b7193a7b,totalSampledArea,159,squareMeters
1722,3fe15570-81c0-44a1-a86c-9f79b7193a7b,samplingMethod,drag and flag,NA
1722,3fe15570-81c0-44a1-a86c-9f79b7193a7b,samplingProtocolVersion,NEON.DOC.014045vH,NA
1722,3fe15570-81c0-44a1-a86c-9f79b7193a7b,remarks_field,NA,NA
1723,ce4d9a0a-ca87-4778-a2cf-09ed05fe9c20,targetTaxaPresent,N,NA
1723,ce4d9a0a-ca87-4778-a2cf-09ed05fe9c20,totalSampledArea,158,squareMeters
1723,ce4d9a0a-ca87-4778-a2cf-09ed05fe9c20,samplingMethod,drag and flag,NA
1723,ce4d9a0a-ca87-4778-a2cf-09ed05fe9c20,samplingProtocolVersion,NEON.DOC.014045vH,NA
1723,ce4d9a0a-ca87-4778-a2cf-09ed05fe9c20,remarks_field,NA,NA
1724,c6f220d9-6432-4615-a3f0-ea50a4911688,targetTaxaPresent,N,NA
1724,c6f220d9-6432-4615-a3f0-ea50a4911688,totalSampledArea,150,squareMeters
1724,c6f220d9-6432-4615-a3f0-ea50a4911688,samplingMethod,drag and flag,NA
1724,c6f220d9-6432-4615-a3f0-ea50a4911688,samplingProtocolVersion,NEON.DOC.014045vH,NA
1724,c6f220d9-6432-4615-a3f0-ea50a4911688,remarks_field,NA,NA
1725,0f6b78c0-a361-4a70-a0dd-6a68c8c4d0fd,targetTaxaPresent,N,NA
1725,0f6b78c0-a361-4a70-a0dd-6a68c8c4d0fd,totalSampledArea,160,squareMeters
1725,0f6b78c0-a361-4a70-a0dd-6a68c8c4d0fd,samplingMethod,drag and flag,NA
1725,0f6b78c0-a361-4a70-a0dd-6a68c8c4d0fd,samplingProtocolVersion,NEON.DOC.014045vH,NA
1725,0f6b78c0-a361-4a70-a0dd-6a68c8c4d0fd,remarks_field,NA,NA
1726,bb798347-1eac-4393-847e-fec4c88ccbaf,targetTaxaPresent,Y,NA
1726,bb798347-1eac-4393-847e-fec4c88ccbaf,totalSampledArea,160,squareMeters
1726,bb798347-1eac-4393-847e-fec4c88ccbaf,samplingMethod,drag,NA
1726,bb798347-1eac-4393-847e-fec4c88ccbaf,samplingProtocolVersion,NEON.DOC.014045vH,NA
1726,bb798347-1eac-4393-847e-fec4c88ccbaf,remarks_field,NA,NA
1727,e94ad082-1493-4af6-8892-09f5b9a5107f,targetTaxaPresent,Y,NA
1727,e94ad082-1493-4af6-8892-09f5b9a5107f,totalSampledArea,160,squareMeters
1727,e94ad082-1493-4af6-8892-09f5b9a5107f,samplingMethod,drag and flag,NA
1727,e94ad082-1493-4af6-8892-09f5b9a5107f,samplingProtocolVersion,NEON.DOC.014045vH,NA
1727,e94ad082-1493-4af6-8892-09f5b9a5107f,remarks_field,NA,NA
1728,fd7f365b-dcc8-43df-9091-e48a902f826b,targetTaxaPresent,Y,NA
1728,fd7f365b-dcc8-43df-9091-e48a902f826b,totalSampledArea,160,squareMeters
1728,fd7f365b-dcc8-43df-9091-e48a902f826b,samplingMethod,drag and flag,NA
1728,fd7f365b-dcc8-43df-9091-e48a902f826b,samplingProtocolVersion,NEON.DOC.014045vH,NA
1728,fd7f365b-dcc8-43df-9091-e48a902f826b,remarks_field,NA,NA
1729,84893fb5-8a5c-4ab7-94cf-ca7c7cada924,targetTaxaPresent,N,NA
1729,84893fb5-8a5c-4ab7-94cf-ca7c7cada924,totalSampledArea,161,squareMeters
1729,84893fb5-8a5c-4ab7-94cf-ca7c7cada924,samplingMethod,drag and flag,NA
1729,84893fb5-8a5c-4ab7-94cf-ca7c7cada924,samplingProtocolVersion,NEON.DOC.014045vH,NA
1729,84893fb5-8a5c-4ab7-94cf-ca7c7cada924,remarks_field,NA,NA
1730,8c89da6b-2da1-4e77-9de3-a700f1e23fe6,targetTaxaPresent,Y,NA
1730,8c89da6b-2da1-4e77-9de3-a700f1e23fe6,totalSampledArea,160,squareMeters
1730,8c89da6b-2da1-4e77-9de3-a700f1e23fe6,samplingMethod,drag and flag,NA
1730,8c89da6b-2da1-4e77-9de3-a700f1e23fe6,samplingProtocolVersion,NEON.DOC.014045vH,NA
1730,8c89da6b-2da1-4e77-9de3-a700f1e23fe6,remarks_field,NA,NA
1731,d9dde52f-1929-453a-bb38-d5a0e28cb7db,targetTaxaPresent,N,NA
1731,d9dde52f-1929-453a-bb38-d5a0e28cb7db,totalSampledArea,160,squareMeters
1731,d9dde52f-1929-453a-bb38-d5a0e28cb7db,samplingMethod,drag,NA
1731,d9dde52f-1929-453a-bb38-d5a0e28cb7db,samplingProtocolVersion,NEON.DOC.014045vH,NA
1731,d9dde52f-1929-453a-bb38-d5a0e28cb7db,remarks_field,NA,NA
1732,f26bb964-d9a4-4ad1-be83-91a998676bcd,targetTaxaPresent,Y,NA
1732,f26bb964-d9a4-4ad1-be83-91a998676bcd,totalSampledArea,161,squareMeters
1732,f26bb964-d9a4-4ad1-be83-91a998676bcd,samplingMethod,flag,NA
1732,f26bb964-d9a4-4ad1-be83-91a998676bcd,samplingProtocolVersion,NEON.DOC.014045vH,NA
1732,f26bb964-d9a4-4ad1-be83-91a998676bcd,remarks_field,NA,NA
1733,06d7086b-c3d0-4a67-a50d-52fb44f4fa76,targetTaxaPresent,N,NA
1733,06d7086b-c3d0-4a67-a50d-52fb44f4fa76,totalSampledArea,160,squareMeters
1733,06d7086b-c3d0-4a67-a50d-52fb44f4fa76,samplingMethod,drag and flag,NA
1733,06d7086b-c3d0-4a67-a50d-52fb44f4fa76,samplingProtocolVersion,NEON.DOC.014045vH,NA
1733,06d7086b-c3d0-4a67-a50d-52fb44f4fa76,remarks_field,NA,NA
1734,2fbf78fa-6452-4278-bee3-d6e5da8a7a01,targetTaxaPresent,N,NA
1734,2fbf78fa-6452-4278-bee3-d6e5da8a7a01,totalSampledArea,160,squareMeters
1734,2fbf78fa-6452-4278-bee3-d6e5da8a7a01,samplingMethod,flag,NA
1734,2fbf78fa-6452-4278-bee3-d6e5da8a7a01,samplingProtocolVersion,NEON.DOC.014045vH,NA
1734,2fbf78fa-6452-4278-bee3-d6e5da8a7a01,remarks_field,NA,NA
1735,3adda1fb-0d3c-425b-b10d-07df6057840e,targetTaxaPresent,Y,NA
1735,3adda1fb-0d3c-425b-b10d-07df6057840e,totalSampledArea,161,squareMeters
1735,3adda1fb-0d3c-425b-b10d-07df6057840e,samplingMethod,flag,NA
1735,3adda1fb-0d3c-425b-b10d-07df6057840e,samplingProtocolVersion,NEON.DOC.014045vH,NA
1735,3adda1fb-0d3c-425b-b10d-07df6057840e,remarks_field,NA,NA
1736,d749fb52-11fa-4350-8924-6c0d0cff8752,targetTaxaPresent,N,NA
1736,d749fb52-11fa-4350-8924-6c0d0cff8752,totalSampledArea,160,squareMeters
1736,d749fb52-11fa-4350-8924-6c0d0cff8752,samplingMethod,drag and flag,NA
1736,d749fb52-11fa-4350-8924-6c0d0cff8752,samplingProtocolVersion,NEON.DOC.014045vH,NA
1736,d749fb52-11fa-4350-8924-6c0d0cff8752,remarks_field,NA,NA
1737,58866fbf-c9b9-4481-bac1-81fca181cb78,targetTaxaPresent,N,NA
1737,58866fbf-c9b9-4481-bac1-81fca181cb78,totalSampledArea,160,squareMeters
1737,58866fbf-c9b9-4481-bac1-81fca181cb78,samplingMethod,drag,NA
1737,58866fbf-c9b9-4481-bac1-81fca181cb78,samplingProtocolVersion,NEON.DOC.014045vH,NA
1737,58866fbf-c9b9-4481-bac1-81fca181cb78,remarks_field,NA,NA
1738,924a887c-f17a-4029-b7cd-de8052841cf4,targetTaxaPresent,N,NA
1738,924a887c-f17a-4029-b7cd-de8052841cf4,totalSampledArea,160,squareMeters
1738,924a887c-f17a-4029-b7cd-de8052841cf4,samplingMethod,drag and flag,NA
1738,924a887c-f17a-4029-b7cd-de8052841cf4,samplingProtocolVersion,NEON.DOC.014045vH,NA
1738,924a887c-f17a-4029-b7cd-de8052841cf4,remarks_field,NA,NA
1739,b9007cf3-6a64-4fbf-a805-d3df9d651617,targetTaxaPresent,N,NA
1739,b9007cf3-6a64-4fbf-a805-d3df9d651617,totalSampledArea,160,squareMeters
1739,b9007cf3-6a64-4fbf-a805-d3df9d651617,samplingMethod,drag and flag,NA
1739,b9007cf3-6a64-4fbf-a805-d3df9d651617,samplingProtocolVersion,NEON.DOC.014045vH,NA
1739,b9007cf3-6a64-4fbf-a805-d3df9d651617,remarks_field,NA,NA
1740,7ce6db17-56ad-4ba9-8ffb-0e70fc58278b,targetTaxaPresent,N,NA
1740,7ce6db17-56ad-4ba9-8ffb-0e70fc58278b,totalSampledArea,161,squareMeters
1740,7ce6db17-56ad-4ba9-8ffb-0e70fc58278b,samplingMethod,flag,NA
1740,7ce6db17-56ad-4ba9-8ffb-0e70fc58278b,samplingProtocolVersion,NEON.DOC.014045vH,NA
1740,7ce6db17-56ad-4ba9-8ffb-0e70fc58278b,remarks_field,NA,NA
1741,b7525ebc-3aa6-4a94-be3a-b636649e23a6,targetTaxaPresent,N,NA
1741,b7525ebc-3aa6-4a94-be3a-b636649e23a6,totalSampledArea,160,squareMeters
1741,b7525ebc-3aa6-4a94-be3a-b636649e23a6,samplingMethod,flag,NA
1741,b7525ebc-3aa6-4a94-be3a-b636649e23a6,samplingProtocolVersion,NEON.DOC.014045vH,NA
1741,b7525ebc-3aa6-4a94-be3a-b636649e23a6,remarks_field,NA,NA
1742,cd696f9e-ce82-4f56-b6ff-07964a776400,targetTaxaPresent,N,NA
1742,cd696f9e-ce82-4f56-b6ff-07964a776400,totalSampledArea,159,squareMeters
1742,cd696f9e-ce82-4f56-b6ff-07964a776400,samplingMethod,flag,NA
1742,cd696f9e-ce82-4f56-b6ff-07964a776400,samplingProtocolVersion,NEON.DOC.014045vJ,NA
1742,cd696f9e-ce82-4f56-b6ff-07964a776400,remarks_field,NA,NA
1743,d476b1f1-12d2-4863-bf58-d516931fc51b,targetTaxaPresent,N,NA
1743,d476b1f1-12d2-4863-bf58-d516931fc51b,totalSampledArea,160,squareMeters
1743,d476b1f1-12d2-4863-bf58-d516931fc51b,samplingMethod,drag and flag,NA
1743,d476b1f1-12d2-4863-bf58-d516931fc51b,samplingProtocolVersion,NEON.DOC.014045vJ,NA
1743,d476b1f1-12d2-4863-bf58-d516931fc51b,remarks_field,NA,NA
1744,838b281f-bfeb-4d5e-b1b1-1e35fbf4b2cc,targetTaxaPresent,N,NA
1744,838b281f-bfeb-4d5e-b1b1-1e35fbf4b2cc,totalSampledArea,160,squareMeters
1744,838b281f-bfeb-4d5e-b1b1-1e35fbf4b2cc,samplingMethod,drag and flag,NA
1744,838b281f-bfeb-4d5e-b1b1-1e35fbf4b2cc,samplingProtocolVersion,NEON.DOC.014045vJ,NA
1744,838b281f-bfeb-4d5e-b1b1-1e35fbf4b2cc,remarks_field,NA,NA
1745,48ae9afe-79ae-4bf0-82f7-64a70e800722,targetTaxaPresent,N,NA
1745,48ae9afe-79ae-4bf0-82f7-64a70e800722,totalSampledArea,161,squareMeters
1745,48ae9afe-79ae-4bf0-82f7-64a70e800722,samplingMethod,drag and flag,NA
1745,48ae9afe-79ae-4bf0-82f7-64a70e800722,samplingProtocolVersion,NEON.DOC.014045vJ,NA
1745,48ae9afe-79ae-4bf0-82f7-64a70e800722,remarks_field,NA,NA
1746,60606849-cadc-4091-8c9b-fc596125fc12,targetTaxaPresent,N,NA
1746,60606849-cadc-4091-8c9b-fc596125fc12,totalSampledArea,160,squareMeters
1746,60606849-cadc-4091-8c9b-fc596125fc12,samplingMethod,drag and flag,NA
1746,60606849-cadc-4091-8c9b-fc596125fc12,samplingProtocolVersion,NEON.DOC.014045vJ,NA
1746,60606849-cadc-4091-8c9b-fc596125fc12,remarks_field,NA,NA
1747,b2e1703b-e110-4757-b15b-39100482936d,targetTaxaPresent,N,NA
1747,b2e1703b-e110-4757-b15b-39100482936d,totalSampledArea,160,squareMeters
1747,b2e1703b-e110-4757-b15b-39100482936d,samplingMethod,drag and flag,NA
1747,b2e1703b-e110-4757-b15b-39100482936d,samplingProtocolVersion,NEON.DOC.014045vJ,NA
1747,b2e1703b-e110-4757-b15b-39100482936d,remarks_field,NA,NA
1748,e3920d34-e0b8-402d-9ed7-3753549b7a40,targetTaxaPresent,Y,NA
1748,e3920d34-e0b8-402d-9ed7-3753549b7a40,totalSampledArea,160,squareMeters
1748,e3920d34-e0b8-402d-9ed7-3753549b7a40,samplingMethod,drag and flag,NA
1748,e3920d34-e0b8-402d-9ed7-3753549b7a40,samplingProtocolVersion,NEON.DOC.014045vJ,NA
1748,e3920d34-e0b8-402d-9ed7-3753549b7a40,remarks_field,Not put on ice after collection,NA
1749,0e9a1e1e-9257-40c1-a27a-b562d7950c2f,targetTaxaPresent,N,NA
1749,0e9a1e1e-9257-40c1-a27a-b562d7950c2f,totalSampledArea,160,squareMeters
1749,0e9a1e1e-9257-40c1-a27a-b562d7950c2f,samplingMethod,drag and flag,NA
1749,0e9a1e1e-9257-40c1-a27a-b562d7950c2f,samplingProtocolVersion,NEON.DOC.014045vJ,NA
1749,0e9a1e1e-9257-40c1-a27a-b562d7950c2f,remarks_field,NA,NA
1750,2389007e-1919-424d-a3b8-d3e3eb9c2bf5,targetTaxaPresent,N,NA
1750,2389007e-1919-424d-a3b8-d3e3eb9c2bf5,totalSampledArea,160,squareMeters
1750,2389007e-1919-424d-a3b8-d3e3eb9c2bf5,samplingMethod,drag and flag,NA
1750,2389007e-1919-424d-a3b8-d3e3eb9c2bf5,samplingProtocolVersion,NEON.DOC.014045vJ,NA
1750,2389007e-1919-424d-a3b8-d3e3eb9c2bf5,remarks_field,NA,NA
1751,3e4723a5-c0db-4683-8346-b208cf66dae0,targetTaxaPresent,N,NA
1751,3e4723a5-c0db-4683-8346-b208cf66dae0,totalSampledArea,164,squareMeters
1751,3e4723a5-c0db-4683-8346-b208cf66dae0,samplingMethod,drag and flag,NA
1751,3e4723a5-c0db-4683-8346-b208cf66dae0,samplingProtocolVersion,NEON.DOC.014045vJ,NA
1751,3e4723a5-c0db-4683-8346-b208cf66dae0,remarks_field,NA,NA
1752,ef8e2199-43c0-472c-8cfa-89f6b1972407,targetTaxaPresent,N,NA
1752,ef8e2199-43c0-472c-8cfa-89f6b1972407,totalSampledArea,160,squareMeters
1752,ef8e2199-43c0-472c-8cfa-89f6b1972407,samplingMethod,drag and flag,NA
1752,ef8e2199-43c0-472c-8cfa-89f6b1972407,samplingProtocolVersion,NEON.DOC.014045vJ,NA
1752,ef8e2199-43c0-472c-8cfa-89f6b1972407,remarks_field,NA,NA
1753,8834b388-a686-4acd-9fb2-e3c4e8d6c86d,targetTaxaPresent,N,NA
1753,8834b388-a686-4acd-9fb2-e3c4e8d6c86d,totalSampledArea,161,squareMeters
1753,8834b388-a686-4acd-9fb2-e3c4e8d6c86d,samplingMethod,drag and flag,NA
1753,8834b388-a686-4acd-9fb2-e3c4e8d6c86d,samplingProtocolVersion,NEON.DOC.014045vJ,NA
1753,8834b388-a686-4acd-9fb2-e3c4e8d6c86d,remarks_field,NA,NA
1754,91c40805-b6ff-42da-8fe5-a15a3a6ecf74,targetTaxaPresent,N,NA
1754,91c40805-b6ff-42da-8fe5-a15a3a6ecf74,totalSampledArea,160,squareMeters
1754,91c40805-b6ff-42da-8fe5-a15a3a6ecf74,samplingMethod,drag,NA
1754,91c40805-b6ff-42da-8fe5-a15a3a6ecf74,samplingProtocolVersion,NEON.DOC.014045vJ,NA
1754,91c40805-b6ff-42da-8fe5-a15a3a6ecf74,remarks_field,NA,NA
1755,3afe8c37-13dc-452a-a994-908976139106,targetTaxaPresent,N,NA
1755,3afe8c37-13dc-452a-a994-908976139106,totalSampledArea,160,squareMeters
1755,3afe8c37-13dc-452a-a994-908976139106,samplingMethod,drag and flag,NA
1755,3afe8c37-13dc-452a-a994-908976139106,samplingProtocolVersion,NEON.DOC.014045vJ,NA
1755,3afe8c37-13dc-452a-a994-908976139106,remarks_field,NA,NA
1756,0db1d65b-d5b7-4bb8-9ab7-34b3206a3475,targetTaxaPresent,N,NA
1756,0db1d65b-d5b7-4bb8-9ab7-34b3206a3475,totalSampledArea,160,squareMeters
1756,0db1d65b-d5b7-4bb8-9ab7-34b3206a3475,samplingMethod,drag and flag,NA
1756,0db1d65b-d5b7-4bb8-9ab7-34b3206a3475,samplingProtocolVersion,NEON.DOC.014045vJ,NA
1756,0db1d65b-d5b7-4bb8-9ab7-34b3206a3475,remarks_field,NA,NA
1757,494bf549-e990-4069-bcb2-5618b18065c6,targetTaxaPresent,N,NA
1757,494bf549-e990-4069-bcb2-5618b18065c6,totalSampledArea,160,squareMeters
1757,494bf549-e990-4069-bcb2-5618b18065c6,samplingMethod,drag and flag,NA
1757,494bf549-e990-4069-bcb2-5618b18065c6,samplingProtocolVersion,NEON.DOC.014045vJ,NA
1757,494bf549-e990-4069-bcb2-5618b18065c6,remarks_field,NA,NA
1758,568f14d2-038c-4a1c-84b7-ce969ce57a3c,targetTaxaPresent,N,NA
1758,568f14d2-038c-4a1c-84b7-ce969ce57a3c,totalSampledArea,160,squareMeters
1758,568f14d2-038c-4a1c-84b7-ce969ce57a3c,samplingMethod,drag and flag,NA
1758,568f14d2-038c-4a1c-84b7-ce969ce57a3c,samplingProtocolVersion,NEON.DOC.014045vJ,NA
1758,568f14d2-038c-4a1c-84b7-ce969ce57a3c,remarks_field,NA,NA
1759,aecb79a7-b754-4758-bf9b-c00bffb3672f,targetTaxaPresent,N,NA
1759,aecb79a7-b754-4758-bf9b-c00bffb3672f,totalSampledArea,160,squareMeters
